business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,stars_avg,review_count,is_open,categories
gypeQSuD8-09CtzkZSWfxw,"""Sincerely Yogurt""",,"""5301 Grove Rd""",Pittsburgh,PA,15236,40.357482,-80.002086,5,Good,6,1,Restaurants;American (New);Food;Ice Cream & Frozen Yogurt
ihwrYda7HSdazdJrIsTAgg,"""Air Canada""",,"""1000 Airport Blvd""",Pittsburgh,PA,15231,40.4957465,-80.256206,2,Below Avg,5,1,Airlines;Transportation;Hotels & Travel
Fa2gj48WwaEPuKW_Lj9MwQ,"""Hook Fish & Chicken""",Mt. Oliver,"""11 Ormsby Ave""",Pittsburgh,PA,15210,40.412275,-79.988441,3.5,Below Avg,11,1,Soul Food;Seafood;Chicken Wings;Restaurants
dU2a2KtObGhcqzEqBL0Mig,"""Curry on Murray""",Squirrel Hill,"""2121 Murray Ave, Fl 1""",Pittsburgh,PA,15217,40.433106,-79.922757,4,Good,114,1,Thai;Restaurants
yNtWlyqVq8dzCj1JT7YT4Q,"""Visionworks""",Downtown,"""120 Fifth Ave Pl, SteM-110""",Pittsburgh,PA,15222,40.442228,-80.003107,3.5,Below Avg,6,1,Eyewear & Opticians;Health & Medical;Optometrists;Shopping
TzdayDpavEvt1cCrKy5eQw,"""Neighborhood Flea""",Strip District,"""2301 Smallman St""",Pittsburgh,PA,15222,40.4537908,-79.9822515,4,Good,5,1,Antiques;Local Flavor;Shopping;Flea Markets
8pJ72a8reELRfUEGQbaxwQ,"""Joyce & Bittner""",Downtown,"""310 Grant St, Ste 3321""",Pittsburgh,PA,15219,40.4378543,-79.9974725,5,Good,3,1,Legal Services;Professional Services;Criminal Defense Law;Lawyers;Personal Injury Law;General Litigation
5nuQ-265XVUtDHg3I4dJmQ,"""Le Mix""",,"""1115 1/2 S Braddock Ave""",Pittsburgh,PA,15218,40.43231684,-79.89352428,4,Good,4,1,Shopping;Antiques
1839Avk-JpsRaBtrNRbqyg,"""Jimmy D's""",South Side,"""1707 E Carson St""",Pittsburgh,PA,15203,40.4290373,-79.9816094,2.5,Below Avg,39,1,Dance Clubs;Nightlife
s2s7K5_x-W6gbCvuhtI6lw,"""Gateway Clipper Cafe""",South Side,"""224 W Station Square Dr""",Pittsburgh,PA,15219,40.43355405,-80.00447669,3,Below Avg,6,1,Restaurants;Cafes
ah1B-nKM8VjoLC0eV1Y-Xg,"""Davison Inventions""",,"""Ridc Park 595 Alpha Dr""",Pittsburgh,PA,15238,40.497448,-79.871465,1.5,Below Avg,6,1,Lawyers;Professional Services;Graphic Design
45wDLpgW2BFrCRqlf19Efg,"""Paisano's""",Allentown,"""821 E Warrington Ave""",Pittsburgh,PA,15210,40.4220008,-79.9929095,3.5,Below Avg,17,1,Pizza;Restaurants
zi6cB_bkswWPLD2k3IVtyg,"""Tenders Pittsburgh""",Oakland,"""121 Oakland Ave""",Pittsburgh,PA,15213,40.441876,-79.957109,3.5,Below Avg,20,1,Restaurants;Asian Fusion;American (Traditional);Fast Food
Hz1F5uruPe1kCsf5PIA6Sg,"""Dave & Andy's""",Oakland,"""207 Atwood St""",Pittsburgh,PA,15213,40.4410237,-79.9575173,4.5,Good,236,1,Ice Cream & Frozen Yogurt;Food
ZMGVkiQUY48C0AvRcCCL7A,"""Caribou Coffee""",South Side,"""2729 E Carson St""",Pittsburgh,PA,15203,40.4269077,-79.9664347,4,Good,13,0,Food;Coffee & Tea
aY8xiGLpTjIkz6FAJbCy7A,"""Double Wide Grill""",South Side,"""2339 E Carson St""",Pittsburgh,PA,15203,40.428513,-79.971327,3.5,Below Avg,375,1,Barbeque;Restaurants;Vegetarian;American (Traditional)
IWf4-jLcIUxSNbVKcU_-xw,"""Crazy Mocha Coffee""",North Side,"""2 E North Ave""",Pittsburgh,PA,15212,40.455708,-80.006516,3.5,Below Avg,18,1,Coffee & Tea;Food
yOM-OLQExaKHdrHRIfcBKQ,"""Sababa Middle Eastern Grill""",Squirrel Hill,"""2121 Murray Ave""",Pittsburgh,PA,15217,40.4331248,-79.9229243,4,Good,27,0,Middle Eastern;Restaurants
ZHcH2V74Hb0th3F3_sKraA,"""Denham & Company Salon""",Downtown,"""100 Fifth Ave, Ste 200""",Pittsburgh,PA,15222,40.441437,-80.00277,4.5,Good,49,1,Waxing;Hair Salons;Hair Removal;Beauty & Spas
2AJW_6QarzJE9BhaXFfyaw,"""August Wilson Center For African American History""",Downtown,"""980 Liberty Ave""",Pittsburgh,PA,15222,40.4432916,-79.9955712,4,Good,9,1,Shopping;Arts & Entertainment;Performing Arts;Art Galleries
7oG1Uwj_OKLSnYJ8SqiWSw,"""Pandora""",Shadyside,"""5424 Walnut St""",Pittsburgh,PA,15232,40.450656,-79.93454,5,Good,3,1,Shopping;Jewelry
UfMRpaZTQKEmjYVMDiyEUQ,"""3 Guys Optical""",,"""4885 Mcknight Rd""",Pittsburgh,PA,15237,40.529666,-80.0101493,5,Good,5,1,Eyewear & Opticians;Shopping
RcpBuH5LHNj1v9MT1JK22w,"""Quik-It Chicken""",North Side,"""820 Pennsylvania Ave""",Pittsburgh,PA,15233,40.45626121,-80.01617233,3.5,Below Avg,29,1,Restaurants;Soul Food;Convenience Stores;American (Traditional);Event Planning & Services;Food;Caterers;Chicken Wings;Barbeque
eFos_qY9NM_zRdtKmN8fKA,"""Bruegger's Bagels""",Shadyside,"""806 S Aiken Ave""",Pittsburgh,PA,15232,40.4507424,-79.9357149,3,Below Avg,27,1,Restaurants;Bagels;Food;Sandwiches;Breakfast & Brunch
cFi7o039_xwe7s53yKPdAg,"""Admiral Heating & Cooling""",,"""3333 Library Rd""",Pittsburgh,PA,15234,40.3687422,-80.0114701,3.5,Below Avg,5,1,Contractors;Home Services;Plumbing;Heating & Air Conditioning/HVAC
5cpKypDYg4sylFRuUMXSYQ,"""Dollar Tree""",,"""3428 William Penn Hwy""",Pittsburgh,PA,15235,40.4299253,-79.8116575,4,Good,4,1,Shopping;Discount Store
8YA0onxaoNTlDLLW01E0iw,"""Ultimate Hair Force Studio""",,"""3284 Babcock Blvd""",Pittsburgh,PA,15237,40.5307664,-80.0177628,5,Good,5,1,Beauty & Spas;Hair Removal;Hair Salons;Nail Salons
_V4QETDW9wHaKRR0H-Doqg,"""Pleasant Hills Apothecary""",,"""25 Gill Hall Rd""",Pittsburgh,PA,15236,40.321607,-79.9575,5,Good,3,1,Shopping;Drugstores;Medical Supplies;Health & Medical
QzJRy39dMq844mPzj9Mlfw,"""D'Amico's""",Bloomfield,"""4744 Liberty Ave""",Pittsburgh,PA,15224,40.4611146,-79.9485427,2.5,Below Avg,8,0,Italian;Restaurants
N_IytPmdrTc9yn3tWPFtQg,"""Residence Inn Pittsburgh North Shore""",North Side,"""574 West General Robinson St""",Pittsburgh,PA,15212,40.4479882,-80.0071647,4,Good,40,1,Hotels;Hotels & Travel;Event Planning & Services
0Q5NpqpfjvDV3zaRt2h1EQ,"""Miller Ace Hardware""",Mt. Oliver,"""237 Brownsville Rd""",Pittsburgh,PA,15210,40.414769,-79.987392,4.5,Good,6,1,Bikes;Home & Garden;Shopping;Sporting Goods;Hardware Stores
fXhChaw2jPpq2QItLSfVCg,"""Love Bikes""",Lawrenceville,"""4102 Butler St""",Pittsburgh,PA,15201,40.4695146,-79.9611508,4.5,Good,10,1,Sporting Goods;Local Services;Bikes;Bike Repair/Maintenance;Shopping
fAk9qyerNfr3y55CdZcjDA,"""Crystal Bead Bazaar""",Lawrenceville,"""4521 Butler St""",Pittsburgh,PA,15201,40.4728375,-79.9590573,4,Good,19,1,Arts & Crafts;Art Classes;Education;Jewelry;Shopping;Art Supplies
JxGewyJgZsa61zosml3QLQ,"""Midas""",East Liberty,"""5914 Station Street""",Pittsburgh,PA,15206,40.4638044,-79.9251502,2.5,Below Avg,22,1,Tires;Auto Repair;Automotive;Oil Change Stations
lK5apgGrWJkB1awSL5twkw,"""Weiss Meats""",,"""100 Terence Dr""",Pittsburgh,PA,15236,40.331257,-79.972995,4.5,Good,11,1,Meat Shops;Food;Specialty Food
G-zBjYkBAqNTHWqsvdq8Ew,"""Sakari at Monterey Bay""",Duquesne Heights,"""1411 Grandview Ave""",Pittsburgh,PA,15211,40.4386376,-80.0212657,3,Below Avg,5,1,Sushi Bars;Seafood;Tapas/Small Plates;Restaurants
szCcTSAzXJgerKtBgBBW5g,"""Buddy's Brews On Carson""",South Side,"""2112 E Carson St""",Pittsburgh,PA,15203,40.42828809,-79.97520626,4.5,Good,11,1,Beer;Wine & Spirits;Food
dKuCDbfJi-V1TUAUkPFObg,"""Gamestop""",,"""957 Freeport Rd""",Pittsburgh,PA,15238,40.48798639,-79.88666133,3.5,Below Avg,3,1,Video Game Stores;Books;Mags;Music & Video;Shopping;Videos & Video Game Rental
_tpkOVYi5Z6HZRmjpLJuaQ,"""Nancy Mosser Casting""",Lawrenceville,"""3583 Butler St""",Pittsburgh,PA,15201,40.4652688,-79.9656538,2.5,Below Avg,4,1,Employment Agencies;Professional Services
g43wYxP6otSxER656ytq4A,"""Penn Hills Lawn & Garden Center""",,"""200 Jefferson Rd""",Pittsburgh,PA,15235,40.4646854,-79.8237591,2.5,Below Avg,3,1,Gardeners;Home Services
rDSw_6HEAsF6wmcUF6ZZkA,"""Denny's""",,"""271 Clairton Blvd""",Pittsburgh,PA,15236,40.33789503,-79.95095057,3.5,Below Avg,15,1,American (Traditional);Restaurants;Breakfast & Brunch;Diners
AaQFvrcLXzPq8TtmIwpbfg,"""The Hkan Hookah Bar""",South Side,"""2210 E Carson St""",Pittsburgh,PA,15203,40.4282556,-79.9740375,3.5,Below Avg,6,0,Bars;Nightlife;Hookah Bars
aSb4vkaMh7K2lHhnV2UIag,"""Turkish Kebab House""",Squirrel Hill,"""5819 Forbes Ave""",Pittsburgh,PA,15217,40.438175,-79.922191,4.5,Good,106,1,Restaurants;Turkish
VRMNW1GXYihRxEnr1UI8hA,"""Boston Market""",,"""1736 Washington Rd""",Pittsburgh,PA,15241,40.3475404,-80.054769,4.5,Good,3,0,Caterers;American (Traditional);Comfort Food;Event Planning & Services;Restaurants
Qpd7QGxSV6_uk9JvdSJPBA,"""Shell""",,"""1980 Painters Run Rd""",Pittsburgh,PA,15241,40.3640673,-80.0863457,4.5,Good,3,1,Automotive;Gas Stations
ufauMm34wEgl617OiZM2VQ,"""Treasure Hunt""",,"""1680 Washington Rd""",Pittsburgh,PA,15241,40.3502208,-80.0518153,2.5,Below Avg,3,1,Shopping;Gold Buyers;Jewelry
Rcc2zK76CsRhQSAXCQusDQ,"""Mt. Lebanon Pub & Pizza""",,"""329 Castle Shannon Blvd""",Pittsburgh,PA,15234,40.3761038,-80.0366645,4,Good,4,0,Restaurants;Bars;Pizza;Nightlife;Pubs
bsXdGEeHJPDkyIzAk0XnCg,"""GM Dog N' Burger Shoope""",Bloomfield,"""4820 Liberty Ave""",Pittsburgh,PA,15224,40.4601839,-79.9463332,3,Below Avg,7,1,Restaurants;Burgers;Breakfast & Brunch;Hot Dogs
TKl7B-aVZY331W7e2Qd9Zw,"""Oh! Yogurt""",Bloomfield,"""4715 Liberty Ave""",Pittsburgh,PA,15224,40.46187645,-79.94942522,3.5,Below Avg,33,0,Desserts;Ice Cream & Frozen Yogurt;Food
EGodkLJNyal5I7aEPk-wrw,"""Enterprise Rent-A-Car""",,"""4489 Campbells Run Rd""",Pittsburgh,PA,15205,40.426964,-80.125305,3.5,Below Avg,7,1,Car Rental;Hotels & Travel
fjtmOAoiJdMCFFzrkEJESg,"""Eat N Park""",,"""285 Fort Couch Rd""",Pittsburgh,PA,15241,40.34134122,-80.05431039,3,Below Avg,6,1,Diners;Restaurants;Bakeries;Food
dMKrQ13oZHtrkHMSx4EpEQ,"""AJ's Burger & Peruvian Chicken""",Oakland,"""422 Semple St""",Pittsburgh,PA,15213,40.4365008,-79.9544755,3.5,Below Avg,22,1,Restaurants;Food;Peruvian;Burgers
UyEJouFTFxcmYaHouhSGFA,"""Bombay Curry House""",Oakland,"""346 Atwood St""",Pittsburgh,PA,15213,40.43855,-79.9547383,2.5,Below Avg,4,0,Indian;Restaurants
c_5MMZaYFmLgrbSg6YI42g,"""Starbucks""",South Side,"""1400 E Carson St""",Pittsburgh,PA,15203,40.428744,-79.9840362,4,Good,6,1,Food;Coffee & Tea
gz87Wa7QUZ3gNlgE9NVPAA,"""Chan An Restaurant""",South Side,"""2013 Wharton Sq""",Pittsburgh,PA,15203,40.4303781,-79.9772139,3,Below Avg,7,1,Restaurants;Chinese
at2nIj0vgXltU_yNL3YjHQ,"""Siegel and Company""",South Side,"""2306 E Carson St""",Pittsburgh,PA,15203,40.428026,-79.972679,5,Good,10,1,Accountants;Financial Services;Financial Advising;Tax Services;Payroll Services;Professional Services
y_lUXM5EM_xP0ctG4ZvjZw,"""PA Photo Drivers License Center""",Downtown,"""708 Smithfield St""",Pittsburgh,PA,15219,40.4429982,-79.9964993,2,Below Avg,4,1,Departments of Motor Vehicles;Public Services & Government
8wVpj8gcdaZyJgXbR5Vwaw,"""Hart's""",South Side,"""1905 E Carson St""",Pittsburgh,PA,15203,40.4288355,-79.9787782,4.5,Good,3,1,Art Galleries;Shopping;Arts & Entertainment
rc9SfYli96cnlPDMyJ7hyA,"""LongHorn Steakhouse""",,"""9150 Covenant Ave""",Pittsburgh,PA,15237,40.57130324,-80.02290272,3.5,Below Avg,19,1,American (New);Restaurants;Steakhouses;Barbeque;American (Traditional)
z4QjOQPldP3SuKQq0PCk_w,"""Aires""",,"""6 Penn Ctr W""",Pittsburgh,PA,15276,40.4311522,-80.1243795,2.5,Below Avg,3,1,Professional Services
4aLxS9wkL3cTqGUbhcWTig,"""Monongahela River""",,"""Point State Park""",Pittsburgh,PA,15222,40.43594012,-80.00514507,4.5,Good,3,1,Active Life;Boating
EFaTWneLBxdljhr0oW8hSg,"""TruGreen Lawn Care""",,"""240 Bilmar Dr""",Pittsburgh,PA,15205,40.450004,-80.0984883,2,Below Avg,5,1,Tree Services;Home Services;Landscaping;Home & Garden;Nurseries & Gardening;Shopping
inRKr1zy12CoZmnK-0IRBQ,"""Parker's PGH""",Brookline,"""600 Brookline Blvd""",Pittsburgh,PA,15226,40.3952468,-80.0224334,4.5,Good,54,1,Food;Restaurants;Breakfast & Brunch;Coffee & Tea;Bagels;Sandwiches
PdKoeg9Rh_1BefgUXTDIbg,"""SpringHill Suites West Mifflin""",,"""1000 Regis Ave""",Pittsburgh,PA,15236,40.3471526,-79.9515175,3.5,Below Avg,11,1,Event Planning & Services;Hotels & Travel;Hotels
I5z8NAbY-fajI7YWvGU8jQ,"""Panera Bread""",,"""942 Freeport Rd""",Pittsburgh,PA,15238,40.48917726,-79.8925407,3.5,Below Avg,18,1,Restaurants;Bakeries;Bagels;Food;Salad;Breakfast & Brunch;Soup;Sandwiches
#NAME?,"""412 Motoring""",Lawrenceville,"""3908 Penn Ave""",Pittsburgh,PA,15224,40.464638,-79.959512,3.5,Below Avg,3,1,Car Dealers;Automotive
IDGvHsCWmQzLHQpo7gjbMw,"""Rite Aid""",Friendship,"""5633 Baum Blvd""",Pittsburgh,PA,15206,40.458618,-79.934413,3.5,Below Avg,4,1,Food;Convenience Stores;Drugstores;Shopping
LFtMRv7xYiiVZCoMW_-HzA,"""Station Square Garage""",South Side,"""1 E Station Square Dr""",Pittsburgh,PA,15219,40.4323048,-80.0029717,1.5,Below Avg,3,1,Parking;Automotive
0TE3fZY8IzTeCaKIPbCsYg,"""Lifetime Automotive Center""",Bloomfield,"""5151 Woodworth St""",Pittsburgh,PA,15224,40.4561976,-79.9435155,5,Good,6,1,Automotive;Auto Repair
5UGgPOV70doavM7OF_sE9A,"""Petland""",,"""1530 Park Manor Blvd""",Pittsburgh,PA,15205,40.4533364,-80.1655615,1.5,Below Avg,15,1,Pet Stores;Pets
p_wPhw_MXIJhLEzkxtQt3Q,"""Forward Lanes""",Squirrel Hill,"""5844 Forward Ave""",Pittsburgh,PA,15217,40.4292017,-79.9223235,3.5,Below Avg,21,1,Bowling;Active Life
ljhrJuVHdKuQCI4nlhQ4EA,"""Harry's Barber Shoppe""",Squirrel Hill,"""2238 Murray Ave""",Pittsburgh,PA,15217,40.4316474,-79.9233645,5,Good,6,1,Beauty & Spas;Barbers
7odNqxZDSR6ZVgxjp2r39A,"""Mezzo""",Downtown,"""942 Penn Ave, Fl 2""",Pittsburgh,PA,15222,40.443983,-79.9964184,4,Good,54,1,Bars;Italian;Wine Bars;Nightlife;Restaurants;Pizza
atu9bo2flyoM3CzihE-OlQ,"""Wendy's""",,"""1660 Cochran Rd""",Pittsburgh,PA,15220,40.392738,-80.062159,1,Below Avg,15,1,Burgers;Restaurants;Fast Food
MeodqdGomdt6nogsqHT2LA,"""West End - Elliott Overlook""",West End,"""599 Fairview Ave""",Pittsburgh,PA,15220,40.445792,-80.0336529,5,Good,20,1,Local Flavor
NQeskbyRmQEh6isnrIKgTQ,"""Prime Moving Center""",West End,"""""",Pittsburgh,PA,15220,40.4222843,-80.0367259,5,Good,4,1,Home Services;Movers;Packing Services
EIFW8Cz9S7-jWWdnZrH3pg,"""Grand View Buffet""",North Side,"""777 Casino Dr""",Pittsburgh,PA,15212,40.447428,-80.022353,3,Below Avg,79,1,Barbeque;American (New);Restaurants;Buffets
c7p5c56UbFoRTRNey8SOBA,"""Black Radish Kitchen""",,"""""",Pittsburgh,PA,15106,40.4088514,-80.1149414,5,Good,4,1,Event Planning & Services;Caterers
4R5P-H4bfPjkocOY1W5SZA,"""Thai Hana Restaurant""",Downtown,"""500 Liberty Ave""",Pittsburgh,PA,15222,40.441237,-80.003478,3.5,Below Avg,9,0,Restaurants;Japanese;Thai
8T0gOF0ApxyRbfcC42UPmw,"""Magic On The Run""",The Hill District,"""""",Pittsburgh,PA,15219,40.440368,-79.9836108,3.5,Below Avg,3,1,Party & Event Planning;Event Planning & Services;Performing Arts;Magicians;Arts & Entertainment
DCnU_ehDedwPMJLKlOECuw,"""Panera Bread""",,"""295 Settlers Ridge Dr""",Pittsburgh,PA,15205,40.4403206,-80.1492465,2,Below Avg,9,1,Sandwiches;Breakfast & Brunch;Salad;Bagels;Restaurants;Food;Soup
_8gb0Osj9CdDbKrxvUAytw,"""Family Vision Care""",East Liberty,"""5917 Penn Ave""",Pittsburgh,PA,15206,40.4620419,-79.9261123,4,Good,6,1,Health & Medical;Optometrists
mQPD_enaPc2594Qig1jySA,"""Color Me Mine""",Squirrel Hill,"""5887 Forbes Ave""",Pittsburgh,PA,15217,40.4382854,-79.9197906,3,Below Avg,24,1,Party & Event Planning;Shopping;Education;Event Planning & Services;Art Classes;Arts & Crafts
JZEw18_OhSzFj0IfXF6v6Q,"""Alex's Corner Pizza Shop""",Bloomfield,"""4902 Cypress St""",Pittsburgh,PA,15224,40.45853,-79.947121,4,Good,12,1,Pizza;Restaurants
P3-aqSPZqir35Rgs-0P94g,"""Bruegger's Bagels""",Downtown,"""429 4th Ave""",Pittsburgh,PA,15219,40.4385156,-79.9983547,3,Below Avg,10,1,Food;Sandwiches;Bagels;Restaurants;Breakfast & Brunch;Coffee & Tea
iQoO-7JdyaEawt8j-MxR0w,"""Beers of the Burgh at PNC Park""",North Side,"""115 Federal St""",Pittsburgh,PA,15212,40.4475394,-80.00722068,3.5,Below Avg,3,1,Food;Beer;Wine & Spirits
1XWpUatzGk0Cgn6C6VDaWg,"""Pittsburgh Steelers""",North Side,"""100 Art Rooney Ave""",Pittsburgh,PA,15212,40.44595966,-80.01692058,4.5,Good,52,1,Arts & Entertainment;Stadiums & Arenas;Professional Sports Teams
H3uqJsFV3G5JWLhnuI8kNA,"""George's Tailor Shop""",Downtown,"""969 Liberty Ave""",Pittsburgh,PA,15222,40.443774,-79.995567,4.5,Good,6,1,Local Services;Sewing & Alterations
WMDmjdQQa9iUZoD7_hCZAA,"""Beer, Lime and Sunshine""",Downtown,"""411 Wood St""",Pittsburgh,PA,15222,40.4398239,-80.0012038,4,Good,3,1,Bars;Beer Bar;Food;Beer;Wine & Spirits;Nightlife;Pubs
mydwaZMBCfXnaGjczwAVgg,"""Sleep Inn & Suites""",,"""1000 Park Lane Dr, Bldg B""",Pittsburgh,PA,15275,40.4556669,-80.191021,2.5,Below Avg,5,1,Hotels & Travel;Event Planning & Services;Hotels
vGfpQooq9IePOx9vsriDJw,"""Toll Gate Revival""",Lawrenceville,"""3711 Butler St""",Pittsburgh,PA,15201,40.4666489,-79.9646197,4.5,Good,3,1,Fashion;Furniture Stores;Home & Garden;Antiques;Home Decor;Shopping;Used;Vintage & Consignment
Mu4RYS7M0iGpkQ8bgzsEqw,"""TJ's Pub""",,"""140 Forest Hills Rd""",Pittsburgh,PA,15221,40.4343041,-79.8625857,4.5,Good,3,1,Beer Bar;Nightlife;Pubs;Restaurants;American (Traditional);Bars
MI9Z9qKiZ1wECH6g20MpMw,"""STORExpress""",,"""4317 Campbells Run Rd""",Pittsburgh,PA,15205,40.425632,-80.116072,4.5,Good,4,1,Self Storage;Local Services
K0MfmK34JuCO0kn9tdeSpA,"""Chief's Cafe""",Oakland,"""307 N Craig St""",Pittsburgh,PA,15213,40.4520561,-79.952299,3.5,Below Avg,3,1,Nightlife;Coffee & Tea;Food;Dive Bars;Bars
sLQUMUETOruStVknkxxEtQ,"""Anthropologie""",Shadyside,"""6425 Penn Ave""",Pittsburgh,PA,15206,40.4571652,-79.9168342,3,Below Avg,11,1,Shopping;Fashion;Shoe Stores;Women's Clothing;Accessories
B0i5uzXRtNgUEo5beRbi0A,"""Miss Meatball""",Downtown,"""""",Pittsburgh,PA,,40.4406248,-79.9958864,3,Below Avg,7,1,Food;Food Trucks
iuOK9_SBaJ5y0xzu4Fy4IQ,"""Threadbare Cider House""",Troy Hill,"""1291 Spring Garden Ave""",Pittsburgh,PA,15212,40.4606718,-79.988728,4.5,Good,15,1,Restaurants;Food;Cideries;Pizza
ibzPEUju2WgAfTuV-Oo80A,"""Sunseri Moving""",Bloomfield,"""120 S 15th St, Ste 203""",Pittsburgh,PA,15203,40.4647099,-79.9472862,3.5,Below Avg,9,1,Home Services;Movers
ENcFskQBkRciPCULZrqTzg,"""Donut Shack""",,"""13041 Frankstown Rd""",Pittsburgh,PA,15235,40.4831831,-79.82013242,4,Good,9,1,Donuts;Food
Aec2zpXw8O5bsO3qEG5NZQ,"""Crazy Mocha Coffee Co""",Downtown,"""500 Grant St, Ste 7""",Pittsburgh,PA,15219,40.4396782,-79.9959316,3.5,Below Avg,6,1,Food;Coffee & Tea
eE13PjPNjRdIcOwIQzqjnw,"""Maietta Restaurant""",Mt. Oliver,"""203 Brownsville Rd""",Pittsburgh,PA,15210,40.415694,-79.98694,4,Good,7,1,Restaurants
NdqDt4c2ZWpGTUWvcDDKkw,"""Yen's Gourmet""",East Liberty,"""6123 Penn Ave""",Pittsburgh,PA,15206,40.4610218,-79.922675,2,Below Avg,17,0,Restaurants;Food;Chinese
Hi9Mq6SkJRU9E0YzPAl7PQ,"""Starbucks""",Bloomfield,"""5308 Liberty Ave""",Pittsburgh,PA,15224,40.4560895,-79.9396789,3.5,Below Avg,14,1,Coffee & Tea;Food
9tK5ibv58TxxpndehLXjDg,"""Red Room Cafe""",Shadyside,"""134 S Highland Ave""",Pittsburgh,PA,15206,40.4599315,-79.9253597,3,Below Avg,18,0,Restaurants
e5VZzsKXpbFmqEr0EE9JIQ,"""Goodnight Baby & Kids""",,"""2257 Babcock Blvd""",Pittsburgh,PA,15237,40.5130355,-79.9996425,2,Below Avg,10,0,Baby Gear & Furniture;Shopping
G4tqFGRrwqQt7P_MTrhYBw,"""Subway""",,"""4721 Mcknight Rd""",Pittsburgh,PA,15237,40.5178046,-80.0057047,4,Good,4,1,American (Traditional);Sandwiches;Fast Food;Restaurants
rFnAXqsfcjFeOauO4AkqWA,"""Soxx Shop""",South Side,"""125 W Station Square Dr, Ste 188""",Pittsburgh,PA,15219,40.4330076,-80.0045618,3.5,Below Avg,3,0,Women's Clothing;Fashion;Shopping
5XLpXHUQfvHQ7u7QF8DhWQ,"""Pep Boys""",,"""3625 Library Rd""",Pittsburgh,PA,15234,40.3647823,-80.018375,3,Below Avg,12,1,Oil Change Stations;Auto Parts & Supplies;Automotive;Wheel & Rim Repair;Tires;Auto Repair
vMlXebPewC6hAK8k85llBA,"""Vessel Studio""",South Side,"""117 S 16th St""",Pittsburgh,PA,15203,40.4280188,-79.9826647,4,Good,4,1,Local Services;Arts & Entertainment;Art Classes;Arts & Crafts;Shopping;Education;Art Galleries
#NAME?,"""Pittsburgh Party Pedaler""",Strip District,"""2517 Penn Ave""",Pittsburgh,PA,15222,40.454451,-79.97954,4.5,Good,7,1,Event Planning & Services;Local Flavor;Nightlife;Party Bike Rentals;Active Life;ATV Rentals/Tours
T-4MZRvKlF3VLDcjCqqFEg,"""Pan Asian""",Lawrenceville,"""3519 Butler St""",Pittsburgh,PA,15201,40.4645709,-79.9661648,3.5,Below Avg,93,0,Asian Fusion;Restaurants
AdHBtjNeuuAU4w6E7NCkfQ,"""Regis Salon""",,"""1000 Ross Park Mall Dr, Ross Park Mall""",Pittsburgh,PA,15237,40.542084,-80.007939,4,Good,6,1,Beauty & Spas;Hair Salons
Q6C3rSvnCfNO36kNgTAq8g,"""Rock 'n' Joe""",Downtown,"""524 Penn Ave""",Pittsburgh,PA,15222,40.442327,-80.002868,4.5,Good,42,1,Food;Coffee & Tea
k162VzBoU0CSZM-xVbNTnw,"""Cambria hotel & suites Pittsburgh - Downtown""",The Hill District,"""1320 Centre Ave""",Pittsburgh,PA,15219,40.440143,-79.987907,4,Good,50,1,Bars;Hotels;Hotels & Travel;Event Planning & Services;Nightlife
w4u0y6NEPtV98SGG4wOKnQ,"""DiBella's Subs""",Downtown,"""16 Market Sq""",Pittsburgh,PA,15222,40.4407459,-80.0017962,4,Good,70,1,Sandwiches;Salad;Restaurants;Delis
nxeeZnumQkrEFORtFpwSvA,"""Tavern In The Wall""",Aspinwall,"""211 Commercial Ave""",Pittsburgh,PA,15215,40.49046,-79.904612,3.5,Below Avg,23,1,Restaurants;Nightlife;Bars;Burgers;Delis
Iw9Yzc6yBBsGQNSaD9U-Nw,"""Midas""",,"""7575 Mcknight Road""",Pittsburgh,PA,15237,40.5436814,-80.0148761,2.5,Below Avg,8,1,Tires;Automotive;Oil Change Stations;Auto Repair
p7Mb8nR9Vwa6mmHwt93Raw,"""Speedway""",Hazelwood,"""4420 Browns Hill Rd""",Pittsburgh,PA,15217,40.419217,-79.9274499,4,Good,4,1,Automotive;Gas Stations
HyhtvjJiNm0P8pmAfw88Ow,"""Yoga On Centre""",Shadyside,"""6016 Centre Ave""",Pittsburgh,PA,15206,40.4598875,-79.9242977,5,Good,15,1,Active Life;Fitness & Instruction;Yoga
1xEFOt8ArF0k4cpqWUk9gg,"""McDonald's""",Bellevue,"""4557 Ohio River Blvd""",Pittsburgh,PA,15202,40.492067,-80.06235,2.5,Below Avg,6,1,Fast Food;Restaurants;Burgers
WKPm5nCLjmF3ph1kyhyBTA,"""Pittsburgh Playhouse""",Oakland,"""222 Craft Ave""",Pittsburgh,PA,15213,40.4363592,-79.962757,5,Good,3,1,Performing Arts;Colleges & Universities;Education;Arts & Entertainment
MBirSnTW4pt2k7Ny6KC72w,"""Szechuan Express""",Oakland,"""125 Oakland Ave""",Pittsburgh,PA,15213,40.4417932,-79.9571431,3,Below Avg,65,1,Szechuan;Chinese;Restaurants
S16YsO21x0MOHWWhN5HxAw,"""Daphne Cafe""",Shadyside,"""5811 Ellsworth Ave""",Pittsburgh,PA,15232,40.45639382,-79.93053869,4,Good,137,1,Turkish;Mediterranean;Restaurants;Middle Eastern
